codigo_ibge_6,municipio,uf,codigo_ibge_7,label
411380,Lupionópolis,PR,4113809,Lupionópolis/PR — IBGE 4113809
411390,Mallet,PR,4113908,Mallet/PR — IBGE 4113908
411400,Mamborê,PR,4114005,Mamborê/PR — IBGE 4114005
411410,Mandaguaçu,PR,4114104,Mandaguaçu/PR — IBGE 4114104
411420,Mandaguari,PR,4114203,Mandaguari/PR — IBGE 4114203
411430,Mandirituba,PR,4114302,Mandirituba/PR — IBGE 4114302
411435,Manfrinópolis,PR,4114351,Manfrinópolis/PR — IBGE 4114351
411440,Mangueirinha,PR,4114401,Mangueirinha/PR — IBGE 4114401
411450,Manoel Ribas,PR,4114500,Manoel Ribas/PR — IBGE 4114500
411460,Marechal Cândido Rondon,PR,4114609,Marechal Cândido Rondon/PR — IBGE 4114609
411470,Maria Helena,PR,4114708,Maria Helena/PR — IBGE 4114708
411480,Marialva,PR,4114807,Marialva/PR — IBGE 4114807
411490,Marilândia do Sul,PR,4114906,Marilândia do Sul/PR — IBGE 4114906
411500,Marilena,PR,4115002,Marilena/PR — IBGE 4115002
411510,Mariluz,PR,4115101,Mariluz/PR — IBGE 4115101
411520,Maringá,PR,4115200,Maringá/PR — IBGE 4115200
411530,Mariópolis,PR,4115309,Mariópolis/PR — IBGE 4115309
411535,Maripá,PR,4115358,Maripá/PR — IBGE 4115358
411540,Marmeleiro,PR,4115408,Marmeleiro/PR — IBGE 4115408
411545,Marquinho,PR,4115457,Marquinho/PR — IBGE 4115457
411550,Marumbi,PR,4115507,Marumbi/PR — IBGE 4115507
411560,Matelândia,PR,4115606,Matelândia/PR — IBGE 4115606
411570,Matinhos,PR,4115705,Matinhos/PR — IBGE 4115705
411573,Mato Rico,PR,4115739,Mato Rico/PR — IBGE 4115739
411575,Mauá da Serra,PR,4115754,Mauá da Serra/PR — IBGE 4115754
411580,Medianeira,PR,4115804,Medianeira/PR — IBGE 4115804
411585,Mercedes,PR,4115853,Mercedes/PR — IBGE 4115853
411590,Mirador,PR,4115903,Mirador/PR — IBGE 4115903
411600,Miraselva,PR,4116000,Miraselva/PR — IBGE 4116000
411605,Missal,PR,4116059,Missal/PR — IBGE 4116059
411610,Moreira Sales,PR,4116109,Moreira Sales/PR — IBGE 4116109
411620,Morretes,PR,4116208,Morretes/PR — IBGE 4116208
411630,Munhoz de Melo,PR,4116307,Munhoz de Melo/PR — IBGE 4116307
411640,Nossa Senhora das Graças,PR,4116406,Nossa Senhora das Graças/PR — IBGE 4116406
411650,Nova Aliança do Ivaí,PR,4116505,Nova Aliança do Ivaí/PR — IBGE 4116505
411660,Nova América da Colina,PR,4116604,Nova América da Colina/PR — IBGE 4116604
411670,Nova Aurora,PR,4116703,Nova Aurora/PR — IBGE 4116703
411680,Nova Cantu,PR,4116802,Nova Cantu/PR — IBGE 4116802
411690,Nova Esperança,PR,4116901,Nova Esperança/PR — IBGE 4116901
411695,Nova Esperança do Sudoeste,PR,4116950,Nova Esperança do Sudoeste/PR — IBGE 4116950
411700,Nova Fátima,PR,4117008,Nova Fátima/PR — IBGE 4117008
411705,Nova Laranjeiras,PR,4117057,Nova Laranjeiras/PR — IBGE 4117057
411710,Nova Londrina,PR,4117107,Nova Londrina/PR — IBGE 4117107
411720,Nova Olímpia,PR,4117206,Nova Olímpia/PR — IBGE 4117206
411721,Nova Santa Bárbara,PR,4117214,Nova Santa Bárbara/PR — IBGE 4117214
411722,Nova Santa Rosa,PR,4117222,Nova Santa Rosa/PR — IBGE 4117222
411725,Nova Prata do Iguaçu,PR,4117255,Nova Prata do Iguaçu/PR — IBGE 4117255
411727,Nova Tebas,PR,4117271,Nova Tebas/PR — IBGE 4117271
411729,Novo Itacolomi,PR,4117297,Novo Itacolomi/PR — IBGE 4117297
411730,Ortigueira,PR,4117305,Ortigueira/PR — IBGE 4117305
411740,Ourizona,PR,4117404,Ourizona/PR — IBGE 4117404
411745,Ouro Verde do Oeste,PR,4117453,Ouro Verde do Oeste/PR — IBGE 4117453
411750,Paiçandu,PR,4117503,Paiçandu/PR — IBGE 4117503
411760,Palmas,PR,4117602,Palmas/PR — IBGE 4117602
411770,Palmeira,PR,4117701,Palmeira/PR — IBGE 4117701
411780,Palmital,PR,4117800,Palmital/PR — IBGE 4117800
411790,Palotina,PR,4117909,Palotina/PR — IBGE 4117909
411800,Paraíso do Norte,PR,4118006,Paraíso do Norte/PR — IBGE 4118006
411810,Paranacity,PR,4118105,Paranacity/PR — IBGE 4118105
411820,Paranaguá,PR,4118204,Paranaguá/PR — IBGE 4118204
411830,Paranapoema,PR,4118303,Paranapoema/PR — IBGE 4118303
411840,Paranavaí,PR,4118402,Paranavaí/PR — IBGE 4118402
411845,Pato Bragado,PR,4118451,Pato Bragado/PR — IBGE 4118451
411850,Pato Branco,PR,4118501,Pato Branco/PR — IBGE 4118501
411860,Paula Freitas,PR,4118600,Paula Freitas/PR — IBGE 4118600
411870,Paulo Frontin,PR,4118709,Paulo Frontin/PR — IBGE 4118709
411880,Peabiru,PR,4118808,Peabiru/PR — IBGE 4118808
411885,Perobal,PR,4118857,Perobal/PR — IBGE 4118857
411890,Pérola,PR,4118907,Pérola/PR — IBGE 4118907
411900,Pérola d'Oeste,PR,4119004,Pérola d'Oeste/PR — IBGE 4119004
411910,Piên,PR,4119103,Piên/PR — IBGE 4119103
411915,Pinhais,PR,4119152,Pinhais/PR — IBGE 4119152
411920,Pinhalão,PR,4119202,Pinhalão/PR — IBGE 4119202
411925,Pinhal de São Bento,PR,4119251,Pinhal de São Bento/PR — IBGE 4119251
411930,Pinhão,PR,4119301,Pinhão/PR — IBGE 4119301
411940,Piraí do Sul,PR,4119400,Piraí do Sul/PR — IBGE 4119400
411950,Piraquara,PR,4119509,Piraquara/PR — IBGE 4119509
411960,Pitanga,PR,4119608,Pitanga/PR — IBGE 4119608
411965,Pitangueiras,PR,4119657,Pitangueiras/PR — IBGE 4119657
411970,Planaltina do Paraná,PR,4119707,Planaltina do Paraná/PR — IBGE 4119707
411980,Planalto,PR,4119806,Planalto/PR — IBGE 4119806
411990,Ponta Grossa,PR,4119905,Ponta Grossa/PR — IBGE 4119905
411995,Pontal do Paraná,PR,4119954,Pontal do Paraná/PR — IBGE 4119954
412000,Porecatu,PR,4120002,Porecatu/PR — IBGE 4120002
412010,Porto Amazonas,PR,4120101,Porto Amazonas/PR — IBGE 4120101
412015,Porto Barreiro,PR,4120150,Porto Barreiro/PR — IBGE 4120150
412020,Porto Rico,PR,4120200,Porto Rico/PR — IBGE 4120200
412030,Porto Vitória,PR,4120309,Porto Vitória/PR — IBGE 4120309
412033,Prado Ferreira,PR,4120333,Prado Ferreira/PR — IBGE 4120333
412035,Pranchita,PR,4120358,Pranchita/PR — IBGE 4120358
412040,Presidente Castelo Branco,PR,4120408,Presidente Castelo Branco/PR — IBGE 4120408
412050,Primeiro de Maio,PR,4120507,Primeiro de Maio/PR — IBGE 4120507
412060,Prudentópolis,PR,4120606,Prudentópolis/PR — IBGE 4120606
412065,Quarto Centenário,PR,4120655,Quarto Centenário/PR — IBGE 4120655
412070,Quatiguá,PR,4120705,Quatiguá/PR — IBGE 4120705
412080,Quatro Barras,PR,4120804,Quatro Barras/PR — IBGE 4120804
412085,Quatro Pontes,PR,4120853,Quatro Pontes/PR — IBGE 4120853
412090,Quedas do Iguaçu,PR,4120903,Quedas do Iguaçu/PR — IBGE 4120903
412100,Querência do Norte,PR,4121000,Querência do Norte/PR — IBGE 4121000
412110,Quinta do Sol,PR,4121109,Quinta do Sol/PR — IBGE 4121109
412120,Quitandinha,PR,4121208,Quitandinha/PR — IBGE 4121208
412125,Ramilândia,PR,4121257,Ramilândia/PR — IBGE 4121257
412130,Rancho Alegre,PR,4121307,Rancho Alegre/PR — IBGE 4121307
412135,Rancho Alegre D'Oeste,PR,4121356,Rancho Alegre D'Oeste/PR — IBGE 4121356
412140,Realeza,PR,4121406,Realeza/PR — IBGE 4121406
412150,Rebouças,PR,4121505,Rebouças/PR — IBGE 4121505
412160,Renascença,PR,4121604,Renascença/PR — IBGE 4121604
412170,Reserva,PR,4121703,Reserva/PR — IBGE 4121703
412175,Reserva do Iguaçu,PR,4121752,Reserva do Iguaçu/PR — IBGE 4121752
412180,Ribeirão Claro,PR,4121802,Ribeirão Claro/PR — IBGE 4121802
412190,Ribeirão do Pinhal,PR,4121901,Ribeirão do Pinhal/PR — IBGE 4121901
412200,Rio Azul,PR,4122008,Rio Azul/PR — IBGE 4122008
412210,Rio Bom,PR,4122107,Rio Bom/PR — IBGE 4122107
412215,Rio Bonito do Iguaçu,PR,4122156,Rio Bonito do Iguaçu/PR — IBGE 4122156
412217,Rio Branco do Ivaí,PR,4122172,Rio Branco do Ivaí/PR — IBGE 4122172
412220,Rio Branco do Sul,PR,4122206,Rio Branco do Sul/PR — IBGE 4122206
412230,Rio Negro,PR,4122305,Rio Negro/PR — IBGE 4122305
412240,Rolândia,PR,4122404,Rolândia/PR — IBGE 4122404
412250,Roncador,PR,4122503,Roncador/PR — IBGE 4122503
412260,Rondon,PR,4122602,Rondon/PR — IBGE 4122602
412265,Rosário do Ivaí,PR,4122651,Rosário do Ivaí/PR — IBGE 4122651
412270,Sabáudia,PR,4122701,Sabáudia/PR — IBGE 4122701
412280,Salgado Filho,PR,4122800,Salgado Filho/PR — IBGE 4122800
412290,Salto do Itararé,PR,4122909,Salto do Itararé/PR — IBGE 4122909
412300,Salto do Lontra,PR,4123006,Salto do Lontra/PR — IBGE 4123006
412310,Santa Amélia,PR,4123105,Santa Amélia/PR — IBGE 4123105
412320,Santa Cecília do Pavão,PR,4123204,Santa Cecília do Pavão/PR — IBGE 4123204
412330,Santa Cruz de Monte Castelo,PR,4123303,Santa Cruz de Monte Castelo/PR — IBGE 4123303
412340,Santa Fé,PR,4123402,Santa Fé/PR — IBGE 4123402
412350,Santa Helena,PR,4123501,Santa Helena/PR — IBGE 4123501
412360,Santa Inês,PR,4123600,Santa Inês/PR — IBGE 4123600
412370,Santa Isabel do Ivaí,PR,4123709,Santa Isabel do Ivaí/PR — IBGE 4123709
412380,Santa Izabel do Oeste,PR,4123808,Santa Izabel do Oeste/PR — IBGE 4123808
412382,Santa Lúcia,PR,4123824,Santa Lúcia/PR — IBGE 4123824
412385,Santa Maria do Oeste,PR,4123857,Santa Maria do Oeste/PR — IBGE 4123857
412390,Santa Mariana,PR,4123907,Santa Mariana/PR — IBGE 4123907
412395,Santa Mônica,PR,4123956,Santa Mônica/PR — IBGE 4123956
412400,Santana do Itararé,PR,4124004,Santana do Itararé/PR — IBGE 4124004
412402,Santa Tereza do Oeste,PR,4124020,Santa Tereza do Oeste/PR — IBGE 4124020
412405,Santa Terezinha de Itaipu,PR,4124053,Santa Terezinha de Itaipu/PR — IBGE 4124053
412410,Santo Antônio da Platina,PR,4124103,Santo Antônio da Platina/PR — IBGE 4124103
412420,Santo Antônio do Caiuá,PR,4124202,Santo Antônio do Caiuá/PR — IBGE 4124202
412430,Santo Antônio do Paraíso,PR,4124301,Santo Antônio do Paraíso/PR — IBGE 4124301
412440,Santo Antônio do Sudoeste,PR,4124400,Santo Antônio do Sudoeste/PR — IBGE 4124400
412450,Santo Inácio,PR,4124509,Santo Inácio/PR — IBGE 4124509
412460,São Carlos do Ivaí,PR,4124608,São Carlos do Ivaí/PR — IBGE 4124608
412470,São Jerônimo da Serra,PR,4124707,São Jerônimo da Serra/PR — IBGE 4124707
412480,São João,PR,4124806,São João/PR — IBGE 4124806
412490,São João do Caiuá,PR,4124905,São João do Caiuá/PR — IBGE 4124905
412500,São João do Ivaí,PR,4125001,São João do Ivaí/PR — IBGE 4125001
412510,São João do Triunfo,PR,4125100,São João do Triunfo/PR — IBGE 4125100
412520,São Jorge d'Oeste,PR,4125209,São Jorge d'Oeste/PR — IBGE 4125209
412530,São Jorge do Ivaí,PR,4125308,São Jorge do Ivaí/PR — IBGE 4125308
412535,São Jorge do Patrocínio,PR,4125357,São Jorge do Patrocínio/PR — IBGE 4125357
412540,São José da Boa Vista,PR,4125407,São José da Boa Vista/PR — IBGE 4125407
412545,São José das Palmeiras,PR,4125456,São José das Palmeiras/PR — IBGE 4125456
412550,São José dos Pinhais,PR,4125506,São José dos Pinhais/PR — IBGE 4125506
412555,São Manoel do Paraná,PR,4125555,São Manoel do Paraná/PR — IBGE 4125555
412560,São Mateus do Sul,PR,4125605,São Mateus do Sul/PR — IBGE 4125605
412570,São Miguel do Iguaçu,PR,4125704,São Miguel do Iguaçu/PR — IBGE 4125704
412575,São Pedro do Iguaçu,PR,4125753,São Pedro do Iguaçu/PR — IBGE 4125753
412580,São Pedro do Ivaí,PR,4125803,São Pedro do Ivaí/PR — IBGE 4125803
412590,São Pedro do Paraná,PR,4125902,São Pedro do Paraná/PR — IBGE 4125902
412600,São Sebastião da Amoreira,PR,4126009,São Sebastião da Amoreira/PR — IBGE 4126009
412610,São Tomé,PR,4126108,São Tomé/PR — IBGE 4126108
412620,Sapopema,PR,4126207,Sapopema/PR — IBGE 4126207
412625,Sarandi,PR,4126256,Sarandi/PR — IBGE 4126256
412627,Saudade do Iguaçu,PR,4126272,Saudade do Iguaçu/PR — IBGE 4126272
412630,Sengés,PR,4126306,Sengés/PR — IBGE 4126306
412635,Serranópolis do Iguaçu,PR,4126355,Serranópolis do Iguaçu/PR — IBGE 4126355
412640,Sertaneja,PR,4126405,Sertaneja/PR — IBGE 4126405
412650,Sertanópolis,PR,4126504,Sertanópolis/PR — IBGE 4126504
412660,Siqueira Campos,PR,4126603,Siqueira Campos/PR — IBGE 4126603
412665,Sulina,PR,4126652,Sulina/PR — IBGE 4126652
412667,Tamarana,PR,4126678,Tamarana/PR — IBGE 4126678
412670,Tamboara,PR,4126702,Tamboara/PR — IBGE 4126702
412680,Tapejara,PR,4126801,Tapejara/PR — IBGE 4126801
412690,Tapira,PR,4126900,Tapira/PR — IBGE 4126900
412700,Teixeira Soares,PR,4127007,Teixeira Soares/PR — IBGE 4127007
412710,Telêmaco Borba,PR,4127106,Telêmaco Borba/PR — IBGE 4127106
412720,Terra Boa,PR,4127205,Terra Boa/PR — IBGE 4127205
412730,Terra Rica,PR,4127304,Terra Rica/PR — IBGE 4127304
412740,Terra Roxa,PR,4127403,Terra Roxa/PR — IBGE 4127403
412750,Tibagi,PR,4127502,Tibagi/PR — IBGE 4127502
412760,Tijucas do Sul,PR,4127601,Tijucas do Sul/PR — IBGE 4127601
412770,Toledo,PR,4127700,Toledo/PR — IBGE 4127700
412780,Tomazina,PR,4127809,Tomazina/PR — IBGE 4127809
412785,Três Barras do Paraná,PR,4127858,Três Barras do Paraná/PR — IBGE 4127858
412788,Tunas do Paraná,PR,4127882,Tunas do Paraná/PR — IBGE 4127882
412790,Tuneiras do Oeste,PR,4127908,Tuneiras do Oeste/PR — IBGE 4127908
412795,Tupãssi,PR,4127957,Tupãssi/PR — IBGE 4127957
412796,Turvo,PR,4127965,Turvo/PR — IBGE 4127965
412800,Ubiratã,PR,4128005,Ubiratã/PR — IBGE 4128005
412810,Umuarama,PR,4128104,Umuarama/PR — IBGE 4128104
412820,União da Vitória,PR,4128203,União da Vitória/PR — IBGE 4128203
412830,Uniflor,PR,4128302,Uniflor/PR — IBGE 4128302
412840,Uraí,PR,4128401,Uraí/PR — IBGE 4128401
412850,Wenceslau Braz,PR,4128500,Wenceslau Braz/PR — IBGE 4128500
412853,Ventania,PR,4128534,Ventania/PR — IBGE 4128534
412855,Vera Cruz do Oeste,PR,4128559,Vera Cruz do Oeste/PR — IBGE 4128559
412860,Verê,PR,4128609,Verê/PR — IBGE 4128609
412862,Alto Paraíso,PR,4128625,Alto Paraíso/PR — IBGE 4128625
412863,Doutor Ulysses,PR,4128633,Doutor Ulysses/PR — IBGE 4128633
412865,Virmond,PR,4128658,Virmond/PR — IBGE 4128658
412870,Vitorino,PR,4128708,Vitorino/PR — IBGE 4128708
412880,Xambrê,PR,4128807,Xambrê/PR — IBGE 4128807
420005,Abdon Batista,SC,4200051,Abdon Batista/SC — IBGE 4200051
420010,Abelardo Luz,SC,4200101,Abelardo Luz/SC — IBGE 4200101
420020,Agrolândia,SC,4200200,Agrolândia/SC — IBGE 4200200
420030,Agronômica,SC,4200309,Agronômica/SC — IBGE 4200309
420040,Água Doce,SC,4200408,Água Doce/SC — IBGE 4200408
420050,Águas de Chapecó,SC,4200507,Águas de Chapecó/SC — IBGE 4200507
420055,Águas Frias,SC,4200556,Águas Frias/SC — IBGE 4200556
420060,Águas Mornas,SC,4200606,Águas Mornas/SC — IBGE 4200606
420070,Alfredo Wagner,SC,4200705,Alfredo Wagner/SC — IBGE 4200705
420075,Alto Bela Vista,SC,4200754,Alto Bela Vista/SC — IBGE 4200754
420080,Anchieta,SC,4200804,Anchieta/SC — IBGE 4200804
420090,Angelina,SC,4200903,Angelina/SC — IBGE 4200903
420100,Anita Garibaldi,SC,4201000,Anita Garibaldi/SC — IBGE 4201000
420110,Anitápolis,SC,4201109,Anitápolis/SC — IBGE 4201109
420120,Antônio Carlos,SC,4201208,Antônio Carlos/SC — IBGE 4201208
420125,Apiúna,SC,4201257,Apiúna/SC — IBGE 4201257
420127,Arabutã,SC,4201273,Arabutã/SC — IBGE 4201273
420130,Araquari,SC,4201307,Araquari/SC — IBGE 4201307
420140,Araranguá,SC,4201406,Araranguá/SC — IBGE 4201406
420150,Armazém,SC,4201505,Armazém/SC — IBGE 4201505
420160,Arroio Trinta,SC,4201604,Arroio Trinta/SC — IBGE 4201604
420165,Arvoredo,SC,4201653,Arvoredo/SC — IBGE 4201653
420170,Ascurra,SC,4201703,Ascurra/SC — IBGE 4201703
420180,Atalanta,SC,4201802,Atalanta/SC — IBGE 4201802
420190,Aurora,SC,4201901,Aurora/SC — IBGE 4201901
420195,Balneário Arroio do Silva,SC,4201950,Balneário Arroio do Silva/SC — IBGE 4201950
420200,Balneário Camboriú,SC,4202008,Balneário Camboriú/SC — IBGE 4202008
420205,Balneário Barra do Sul,SC,4202057,Balneário Barra do Sul/SC — IBGE 4202057
420207,Balneário Gaivota,SC,4202073,Balneário Gaivota/SC — IBGE 4202073
420208,Bandeirante,SC,4202081,Bandeirante/SC — IBGE 4202081
420209,Barra Bonita,SC,4202099,Barra Bonita/SC — IBGE 4202099
420210,Barra Velha,SC,4202107,Barra Velha/SC — IBGE 4202107
420213,Bela Vista do Toldo,SC,4202131,Bela Vista do Toldo/SC — IBGE 4202131
420215,Belmonte,SC,4202156,Belmonte/SC — IBGE 4202156
420220,Benedito Novo,SC,4202206,Benedito Novo/SC — IBGE 4202206
420230,Biguaçu,SC,4202305,Biguaçu/SC — IBGE 4202305
420240,Blumenau,SC,4202404,Blumenau/SC — IBGE 4202404
420243,Bocaina do Sul,SC,4202438,Bocaina do Sul/SC — IBGE 4202438
420245,Bombinhas,SC,4202453,Bombinhas/SC — IBGE 4202453
420250,Bom Jardim da Serra,SC,4202503,Bom Jardim da Serra/SC — IBGE 4202503
420253,Bom Jesus,SC,4202537,Bom Jesus/SC — IBGE 4202537
420257,Bom Jesus do Oeste,SC,4202578,Bom Jesus do Oeste/SC — IBGE 4202578
420260,Bom Retiro,SC,4202602,Bom Retiro/SC — IBGE 4202602
420270,Botuverá,SC,4202701,Botuverá/SC — IBGE 4202701
420280,Braço do Norte,SC,4202800,Braço do Norte/SC — IBGE 4202800
420285,Braço do Trombudo,SC,4202859,Braço do Trombudo/SC — IBGE 4202859
420287,Brunópolis,SC,4202875,Brunópolis/SC — IBGE 4202875
420290,Brusque,SC,4202909,Brusque/SC — IBGE 4202909
420300,Caçador,SC,4203006,Caçador/SC — IBGE 4203006
420310,Caibi,SC,4203105,Caibi/SC — IBGE 4203105
420315,Calmon,SC,4203154,Calmon/SC — IBGE 4203154
420320,Camboriú,SC,4203204,Camboriú/SC — IBGE 4203204
420325,Capão Alto,SC,4203253,Capão Alto/SC — IBGE 4203253
420330,Campo Alegre,SC,4203303,Campo Alegre/SC — IBGE 4203303
420340,Campo Belo do Sul,SC,4203402,Campo Belo do Sul/SC — IBGE 4203402
420350,Campo Erê,SC,4203501,Campo Erê/SC — IBGE 4203501
420360,Campos Novos,SC,4203600,Campos Novos/SC — IBGE 4203600
420370,Canelinha,SC,4203709,Canelinha/SC — IBGE 4203709
420380,Canoinhas,SC,4203808,Canoinhas/SC — IBGE 4203808
420390,Capinzal,SC,4203907,Capinzal/SC — IBGE 4203907
420395,Capivari de Baixo,SC,4203956,Capivari de Baixo/SC — IBGE 4203956
420400,Catanduvas,SC,4204004,Catanduvas/SC — IBGE 4204004
420410,Caxambu do Sul,SC,4204103,Caxambu do Sul/SC — IBGE 4204103
420415,Celso Ramos,SC,4204152,Celso Ramos/SC — IBGE 4204152
420417,Cerro Negro,SC,4204178,Cerro Negro/SC — IBGE 4204178
420419,Chapadão do Lageado,SC,4204194,Chapadão do Lageado/SC — IBGE 4204194
420420,Chapecó,SC,4204202,Chapecó/SC — IBGE 4204202
420425,Cocal do Sul,SC,4204251,Cocal do Sul/SC — IBGE 4204251
420430,Concórdia,SC,4204301,Concórdia/SC — IBGE 4204301
420435,Cordilheira Alta,SC,4204350,Cordilheira Alta/SC — IBGE 4204350
420440,Coronel Freitas,SC,4204400,Coronel Freitas/SC — IBGE 4204400
420445,Coronel Martins,SC,4204459,Coronel Martins/SC — IBGE 4204459
420450,Corupá,SC,4204509,Corupá/SC — IBGE 4204509
420455,Correia Pinto,SC,4204558,Correia Pinto/SC — IBGE 4204558
420460,Criciúma,SC,4204608,Criciúma/SC — IBGE 4204608
420470,Cunha Porã,SC,4204707,Cunha Porã/SC — IBGE 4204707
420475,Cunhataí,SC,4204756,Cunhataí/SC — IBGE 4204756
420480,Curitibanos,SC,4204806,Curitibanos/SC — IBGE 4204806
420490,Descanso,SC,4204905,Descanso/SC — IBGE 4204905
420500,Dionísio Cerqueira,SC,4205001,Dionísio Cerqueira/SC — IBGE 4205001
420510,Dona Emma,SC,4205100,Dona Emma/SC — IBGE 4205100
420515,Doutor Pedrinho,SC,4205159,Doutor Pedrinho/SC — IBGE 4205159
420517,Entre Rios,SC,4205175,Entre Rios/SC — IBGE 4205175
420519,Ermo,SC,4205191,Ermo/SC — IBGE 4205191
420520,Erval Velho,SC,4205209,Erval Velho/SC — IBGE 4205209
420530,Faxinal dos Guedes,SC,4205308,Faxinal dos Guedes/SC — IBGE 4205308
420535,Flor do Sertão,SC,4205357,Flor do Sertão/SC — IBGE 4205357
420540,Florianópolis,SC,4205407,Florianópolis/SC — IBGE 4205407
420543,Formosa do Sul,SC,4205431,Formosa do Sul/SC — IBGE 4205431
420545,Forquilhinha,SC,4205456,Forquilhinha/SC — IBGE 4205456
420550,Fraiburgo,SC,4205506,Fraiburgo/SC — IBGE 4205506
420555,Frei Rogério,SC,4205555,Frei Rogério/SC — IBGE 4205555
420560,Galvão,SC,4205605,Galvão/SC — IBGE 4205605
420570,Garopaba,SC,4205704,Garopaba/SC — IBGE 4205704
420580,Garuva,SC,4205803,Garuva/SC — IBGE 4205803
420590,Gaspar,SC,4205902,Gaspar/SC — IBGE 4205902
420600,Governador Celso Ramos,SC,4206009,Governador Celso Ramos/SC — IBGE 4206009
420610,Grão-Pará,SC,4206108,Grão-Pará/SC — IBGE 4206108
420620,Gravatal,SC,4206207,Gravatal/SC — IBGE 4206207
420630,Guabiruba,SC,4206306,Guabiruba/SC — IBGE 4206306
420640,Guaraciaba,SC,4206405,Guaraciaba/SC — IBGE 4206405
420650,Guaramirim,SC,4206504,Guaramirim/SC — IBGE 4206504
420660,Guarujá do Sul,SC,4206603,Guarujá do Sul/SC — IBGE 4206603
420665,Guatambú,SC,4206652,Guatambú/SC — IBGE 4206652
420670,Herval d'Oeste,SC,4206702,Herval d'Oeste/SC — IBGE 4206702
420675,Ibiam,SC,4206751,Ibiam/SC — IBGE 4206751
420680,Ibicaré,SC,4206801,Ibicaré/SC — IBGE 4206801
420690,Ibirama,SC,4206900,Ibirama/SC — IBGE 4206900
420700,Içara,SC,4207007,Içara/SC — IBGE 4207007
420710,Ilhota,SC,4207106,Ilhota/SC — IBGE 4207106
420720,Imaruí,SC,4207205,Imaruí/SC — IBGE 4207205
420730,Imbituba,SC,4207304,Imbituba/SC — IBGE 4207304
420740,Imbuia,SC,4207403,Imbuia/SC — IBGE 4207403
420750,Indaial,SC,4207502,Indaial/SC — IBGE 4207502
420757,Iomerê,SC,4207577,Iomerê/SC — IBGE 4207577
420760,Ipira,SC,4207601,Ipira/SC — IBGE 4207601
420765,Iporã do Oeste,SC,4207650,Iporã do Oeste/SC — IBGE 4207650
420768,Ipuaçu,SC,4207684,Ipuaçu/SC — IBGE 4207684
420770,Ipumirim,SC,4207700,Ipumirim/SC — IBGE 4207700
420775,Iraceminha,SC,4207759,Iraceminha/SC — IBGE 4207759
420780,Irani,SC,4207809,Irani/SC — IBGE 4207809
420785,Irati,SC,4207858,Irati/SC — IBGE 4207858
420790,Irineópolis,SC,4207908,Irineópolis/SC — IBGE 4207908
420800,Itá,SC,4208005,Itá/SC — IBGE 4208005
420810,Itaiópolis,SC,4208104,Itaiópolis/SC — IBGE 4208104
420820,Itajaí,SC,4208203,Itajaí/SC — IBGE 4208203
420830,Itapema,SC,4208302,Itapema/SC — IBGE 4208302
420840,Itapiranga,SC,4208401,Itapiranga/SC — IBGE 4208401
420845,Itapoá,SC,4208450,Itapoá/SC — IBGE 4208450
420850,Ituporanga,SC,4208500,Ituporanga/SC — IBGE 4208500
420860,Jaborá,SC,4208609,Jaborá/SC — IBGE 4208609
420870,Jacinto Machado,SC,4208708,Jacinto Machado/SC — IBGE 4208708
420880,Jaguaruna,SC,4208807,Jaguaruna/SC — IBGE 4208807
420890,Jaraguá do Sul,SC,4208906,Jaraguá do Sul/SC — IBGE 4208906
420895,Jardinópolis,SC,4208955,Jardinópolis/SC — IBGE 4208955
420900,Joaçaba,SC,4209003,Joaçaba/SC — IBGE 4209003
420910,Joinville,SC,4209102,Joinville/SC — IBGE 4209102
420915,José Boiteux,SC,4209151,José Boiteux/SC — IBGE 4209151
420917,Jupiá,SC,4209177,Jupiá/SC — IBGE 4209177
420920,Lacerdópolis,SC,4209201,Lacerdópolis/SC — IBGE 4209201
420930,Lages,SC,4209300,Lages/SC — IBGE 4209300
420940,Laguna,SC,4209409,Laguna/SC — IBGE 4209409
420945,Lajeado Grande,SC,4209458,Lajeado Grande/SC — IBGE 4209458
420950,Laurentino,SC,4209508,Laurentino/SC — IBGE 4209508
420960,Lauro Müller,SC,4209607,Lauro Müller/SC — IBGE 4209607
420970,Lebon Régis,SC,4209706,Lebon Régis/SC — IBGE 4209706
420980,Leoberto Leal,SC,4209805,Leoberto Leal/SC — IBGE 4209805
420985,Lindóia do Sul,SC,4209854,Lindóia do Sul/SC — IBGE 4209854
420990,Lontras,SC,4209904,Lontras/SC — IBGE 4209904
421000,Luiz Alves,SC,4210001,Luiz Alves/SC — IBGE 4210001
421003,Luzerna,SC,4210035,Luzerna/SC — IBGE 4210035
421005,Macieira,SC,4210050,Macieira/SC — IBGE 4210050
421010,Mafra,SC,4210100,Mafra/SC — IBGE 4210100
421020,Major Gercino,SC,4210209,Major Gercino/SC — IBGE 4210209
421030,Major Vieira,SC,4210308,Major Vieira/SC — IBGE 4210308
421040,Maracajá,SC,4210407,Maracajá/SC — IBGE 4210407
421050,Maravilha,SC,4210506,Maravilha/SC — IBGE 4210506
421055,Marema,SC,4210555,Marema/SC — IBGE 4210555
421060,Massaranduba,SC,4210605,Massaranduba/SC — IBGE 4210605
421070,Matos Costa,SC,4210704,Matos Costa/SC — IBGE 4210704
421080,Meleiro,SC,4210803,Meleiro/SC — IBGE 4210803
421085,Mirim Doce,SC,4210852,Mirim Doce/SC — IBGE 4210852
